movie_title,Words
scribe,Thriller Thomas Kruithof François Cluzet Denis Podalydès Sami Bouajila
lego dc super hero girls: brain drain,Animation Todd Grimes Grey Griffin Tara Strong Anais Fairweather
take me,Comedy Crime Pat Healy Taylor Schilling Pat Healy Alycia Delmore
phillauri,Fantasy Comedy Romance Drama Anshai Lal Anushka Sharma Diljit Dosanjh Suraj Sharma
the incredible jessica james,Romance Comedy Jim Strouse Jessica Williams Chris O'Dowd Keith Stanfield
can't buy my love,Romance Farhad Mann Adelaide Kane Benjamin Hollingsworth Jean Louisa Kelly
thick lashes of lauri mäntyvaara,Romance Comedy Hannaleena Hauru Inka Haapamäki Rosa Honkonen Tiitus Rantala
cop and a half: new recruit,Crime Comedy Action Family Jonathan A. Rosenbaum Lou Diamond Phillips Wallace Shawn Gina Holden
mom,Crime Drama Thriller Ravi Udyawar Sridevi Kapoor Sajal Ali Akshaye Khanna
insidious: the last key,Mystery Horror Thriller Adam Robitel Lin Shaye Angus Sampson Leigh Whannell
the strange ones,Thriller Drama Lauren Wolkstein Alex Pettyfer James Freedson-Jackson Emily Althaus
stratton,Action Thriller Simon West Dominic Cooper Austin Stowell Gemma Chan
sweet country,Drama History Western Warwick Thornton Bryan Brown Sam Neill unknown
the commuter,Action Thriller Jaume Collet-Serra Liam Neeson Vera Farmiga Patrick Wilson
proud mary,Thriller Action Crime Babak Najafi Taraji P. Henson Billy Brown Danny Glover
acts of violence,Action Brett Donowho Bruce Willis Cole Hauser Shawn Ashmore
freak show,Comedy Drama Trudie Styler Alex Lawther Abigail Breslin Bette Midler
humor me,Comedy Sam Hoffman Jemaine Clement Elliott Gould Ingrid Michaelson
vazante,Drama Daniela Thomas Adriano Carvalho Luana Nastas unknown
mary and the witch's flower,Fantasy Adventure Animation Hiromasa Yonebayashi Ruby Barnhill Louis Ashbourne Serkis Kate Winslet
12 strong,Drama Action History War Nicolai Fuglsig Chris Hemsworth Michael Shannon Michael Peña
den of thieves,Action Thriller Crime Christian Gudegast Gerard Butler 50 Cent Pablo Schreiber
forever my girl,Romance Drama Music Bethany Ashton Wolf Alex Roe Jessica Rothe John Benjamin Hickey
maze runner: the death cure,Action Science Fiction Wes Ball Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster
the insult,Comedy Crime Ziad Doueiri Adel Karam Camille Salameh Kamel El Basha
please stand by,Comedy Drama Ben Lewin Dakota Fanning Toni Collette Alice Eve
winchester,Fantasy Mystery Thriller Horror The Spierig Brothers Helen Mirren Jason Clarke Sarah Snook
a fantastic woman,Drama Sebastián Lelio Daniela Vega Francisco Reyes unknown
armed,Action Horror Thriller Mario Van Peebles Mario Van Peebles William Fichtner Ryan Guzman
the cloverfield paradox,Mystery Thriller Horror Science Fiction Julius Onah Daniel Brühl Elizabeth Debicki Aksel Hennie
peter rabbit,Animation Adventure Family Will Gluck James Corden Domhnall Gleeson Rose Byrne
fifty shades freed,Drama Romance James Foley Dakota Johnson Jamie Dornan Kim Basinger
the 15:17 to paris,Drama History Thriller Clint Eastwood Anthony Sadler Alek Skarlatos Spencer Stone
la boda de valentina,Comedy Marco Polo Constandse Marco Polo Constandse (director); Omar Chaparro Marimar Vega Ryan Carnes
permission,Comedy Romance Drama Brian Crano Rebecca Hall Dan Stevens Morgan Spector
monster family,Animation Family Fantasy Comedy Holger Tappe Emily Watson Jason Isaacs Nick Frost
golden exits,Drama Alex Ross Perry Emily Browning Adam Horowitz Mary-Louise Parker
black panther,"Action Adventure Fantasy Science Fiction Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis Chadwick Boseman Michael B. Jordan Lupita Nyong'o"
early man,Family Comedy Animation Adventure Nick Park Eddie Redmayne Tom Hiddleston Maisie Williams
loveless,Drama Andrey Zvyagintsev Maryana Spivak Alexei Rozin Matvey Novikov
the party,Comedy Drama Sally Potter Timothy Spall Kristin Scott Thomas Patricia Clarkson
nostalgia,Drama Mark Pellington Jon Hamm Nick Offerman Amber Tamblyn
black '47,Drama Western Lance Daly Hugo Weaving Jim Broadbent Stephen Rea
samson,Action Drama Adventure Bruce Macdonald Taylor James Jackson Rathbone Billy Zane
game night,"Mystery Comedy Crime Jonathan Goldstein, John Francis Daley Jason Bateman Rachel McAdams Kyle Chandler"
annihilation,Science Fiction Horror Alex Garland Natalie Portman Jennifer Jason Leigh Gina Rodriguez
every day,Drama Fantasy Romance Michael Sucsy Angourie Rice Maria Bello Debby Ryan
the cured,Horror Drama Science Fiction David Freyne David Freyne (director); Ellen Page Sam Keeley Tom Vaughan-Lawlor
the lodgers,Drama Horror Romance Thriller Brian O'Malley Charlotte Vega Bill Milner Eugene Simon
red sparrow,Mystery Thriller Francis Lawrence Jennifer Lawrence Joel Edgerton Matthias Schoenaerts
death wish,Action Crime Drama Thriller Eli Roth Bruce Willis Vincent D'Onofrio Dean Norris
the vanishing of sidney hall,Drama Mystery Shawn Christensen Logan Lerman Elle Fanning Michelle Monaghan
foxtrot,War Comedy Samuel Maoz Lior Ashkenazi Sarah Adler Yonatan Shiray
pickings,Action Crime Thriller Drama Mystery Usher Morgan Elyse Price Joel Bernard Katie Vincent
a wrinkle in time,Adventure Science Fiction Family Fantasy Ava DuVernay Storm Reid Oprah Winfrey Reese Witherspoon
gringo,Comedy Action Nash Edgerton David Oyelowo Charlize Theron Joel Edgerton
thoroughbreds,Drama Thriller Cory Finley Olivia Cooke Anya Taylor-Joy Anton Yelchin
the death of stalin,Comedy History Drama Armando Iannucci Steve Buscemi Simon Russell Beale Paddy Considine
the leisure seeker,Drama Romance Adventure Paolo Virzì Donald Sutherland Helen Mirren unknown
the strangers: prey at night,Horror Thriller Johannes Roberts Christina Hendricks Martin Henderson Bailee Madison
the hurricane heist,Action Crime Thriller Rob Cohen Toby Kebbell Maggie Grace Ryan Kwanten
tomb raider,Action Adventure Fantasy Roar Uthaug Alicia Vikander Dominic West Walton Goggins
"love, simon",Comedy Drama Romance Greg Berlanti Nick Robinson Katherine Langford Alexandra Shipp
i can only imagine,Music Drama Jon Erwin Cloris Leachman Dennis Quaid Priscilla Shirer
7 days in entebbe,Thriller Drama Crime José Padilha Rosamund Pike Daniel Brühl Vincent Cassel
furlough,Comedy Laurie Collyer Melissa Leo Tessa Thompson La La Anthony
josie,Comedy Music Eric England Sophie Turner Dylan McDermott Jack Kilmer
flower,Drama Comedy Max Winkler Zoey Deutch Kathryn Hahn Tim Heidecker
pacific rim: uprising,Action Fantasy Science Fiction Adventure Steven S. DeKnight John Boyega Scott Eastwood Cailee Spaeny
isle of dogs,Adventure Comedy Animation Wes Anderson Bryan Cranston Edward Norton Bill Murray
sherlock gnomes,Animation Family Fantasy John Stevenson James McAvoy Emily Blunt Johnny Depp
unsane,Horror Thriller Steven Soderbergh Claire Foy Joshua Leonard Jay Pharoah
"paul, apostle of christ",History Andrew Hyatt James Faulkner Jim Caviezel Olivier Martinez
final portrait,Drama History Stanley Tucci Geoffrey Rush Armie Hammer Clémence Poésy
midnight sun,Romance Drama Scott Speer Bella Thorne Patrick Schwarzenegger Rob Riggle
followers,Thriller Ryan Justice Amanda Delaney Justin Maina Sean Michael Gloria
ready player one,Adventure Science Fiction Steven Spielberg Tye Sheridan Olivia Cooke Ben Mendelsohn
tyler perry's acrimony,Thriller Tyler Perry Taraji P. Henson Lyriq Bent Tika Sumpter
god's not dead: a light in darkness,Drama Michael Mason David A. R. White John Corbett Shane Harper
gemini,Action Thriller Aaron Katz Lola Kirke Zoë Kravitz Greta Lee
the last movie star,Drama Adam Rifkin Burt Reynolds Ariel Winter Clark Duke
a quiet place,Horror Drama Science Fiction John Krasinski John Krasinski Emily Blunt Millicent Simmonds
blockers,Comedy Kay Cannon Leslie Mann Ike Barinholtz John Cena
you were never really here,Thriller Drama Lynne Ramsay Joaquin Phoenix Ekaterina Samsonov Alex Manette
chappaquiddick,Drama Thriller History John Curran Jason Clarke Kate Mara Ed Helms
pandas,"Documentary Drew Fellman, David Douglas Kristen Bell unknown unknown"
lean on pete,Drama Adventure Andrew Haigh Charlie Plummer Chloë Sevigny Travis Fimmel
the miracle season,Drama Sean McNamara Helen Hunt William Hurt Erin Moriarty
beirut,Action Thriller Drama Brad Anderson Jon Hamm Rosamund Pike Dean Norris
rampage,Action Adventure Science Fiction Fantasy Brad Peyton Dwayne Johnson Naomie Harris Malin Åkerman
truth or dare,Thriller Horror Jeff Wadlow Lucy Hale Tyler Posey Violett Beane
the rider,Drama Western Chloé Zhao Brady Jandreau unknown unknown
sgt. stubby: an american hero,Animation Adventure Family History War Richard Lanni Logan Lerman Helena Bonham Carter Gérard Depardieu
i feel pretty,"Comedy Abby Kohn, Marc Silverstein Amy Schumer Michelle Williams Emily Ratajkowski"
super troopers 2,Comedy Crime Mystery Jay Chandrasekhar Jay Chandrasekhar Paul Soter Steve Lemme
traffik,Thriller Horror Deon Taylor Paula Patton Omar Epps Missi Pyle
the house of tomorrow,Drama Peter Livolsi Asa Butterfield Nick Offerman Ellen Burstyn
liz and the blue bird,Animation Drama Music Naoko Yamada Atsumi Tanezaki Nao Tōyama unknown
avengers: infinity war,Adventure Action Science Fiction Anthony Russo and Joe Russo Robert Downey Jr. Chris Hemsworth Mark Ruffalo
disobedience,Drama Romance Sebastián Lelio Rachel Weisz Rachel McAdams Alessandro Nivola
backstabbing for beginners,Thriller Drama History Per Fly Ben Kingsley Theo James Jacqueline Bisset
kings,Adventure Drama Action Deniz Gamze Ergüven Halle Berry Daniel Craig unknown
overboard,"Romance Comedy Rob Greenberg, Bob Fisher (directors/screenplay); Anna Faris, Eugenio Derbez, Eva Longoria, John Hannah, Josh Segarra, Mel Rodriguez Anna Faris Eugenio Derbez Eva Longoria"
tully,Drama Jason Reitman Charlize Theron Mackenzie Davis Mark Duplass
bad samaritan,Thriller Crime Horror Dean Devlin David Tennant Robert Sheehan Carlito Olivero
the cleanse,Drama Comedy Fantasy Bobby Miller Johnny Galecki Anna Friel Oliver Platt
the guardians,Animation Family Fantasy Action Adventure Xavier Beauvois Nathalie Baye unknown unknown
life of the party,Comedy Ben Falcone Melissa McCarthy Maya Rudolph Molly Gordon
breaking in,Thriller Crime Action Horror James McTeigue Gabrielle Union Billy Burke Richard Cabral
the seagull,Drama Romance Comedy Michael Mayer Saoirse Ronan Annette Bening Corey Stoll
terminal,Thriller Crime Vaughn Stein Margot Robbie Simon Pegg Dexter Fletcher
revenge,Action Thriller Coralie Fargeat Matilda Lutz Kevin Janssens Vincent Colombe
deadpool 2,Action Comedy Adventure David Leitch Ryan Reynolds Josh Brolin Zazie Beetz
book club,Comedy Romance Drama Bill Holderman Jane Fonda Candice Bergen Mary Steenburgen
first reformed,Drama Paul Schrader Ethan Hawke Amanda Seyfried Cedric Kyles
pope francis: a man of his word,Documentary Wim Wenders Wim Wenders (director); Pope Francis unknown unknown
show dogs,Adventure Crime Family Comedy Raja Gosnell Will Arnett Natasha Lyonne Ludacris
solo: a star wars story,Adventure Science Fiction Ron Howard Alden Ehrenreich Woody Harrelson Emilia Clarke
how to talk to girls at parties,Comedy Music Romance Science Fiction John Cameron Mitchell Elle Fanning Alex Sharp Nicole Kidman
in darkness,Thriller Mystery Anthony Byrne Natalie Dormer Emily Ratajkowski Ed Skrein
the misandrists,Drama Bruce LaBruce Susanne Sachße Viva Ruiz Kembra Pfahler
future world,"Science Fiction James Franco, Bruce Thierry Cheung James Franco Suki Waterhouse Jeffrey Wahlberg"
action point,Comedy Drama Tim Kirkby Johnny Knoxville Chris Pontius unknown
adrift,Thriller Romance Adventure Baltasar Kormákur Shailene Woodley Sam Claflin unknown
upgrade,Action Thriller Science Fiction Horror Leigh Whannell Logan Marshall-Green Betty Gabriel Harrison Gilbertson
american animals,Drama Crime Documentary Bart Layton Evan Peters Barry Keoghan Blake Jenner
social animals,Comedy Romance Theresa Bennett Noël Wells Josh Radnor Aya Cash
ocean's 8,Crime Comedy Action Thriller Gary Ross Sandra Bullock Cate Blanchett Anne Hathaway
won't you be my neighbor?,Documentary Morgan Neville Morgan Neville (director); Fred Rogers unknown unknown
hereditary,Horror Mystery Thriller Ari Aster Toni Collette Alex Wolff Milly Shapiro
hotel artemis,Thriller Science Fiction Action Drew Pearce Jodie Foster Sterling K. Brown Sofia Boutella
superfly,Action Crime Director X Trevor Jackson Jason Mitchell Michael K. Williams
incredibles 2,Action Adventure Animation Family Brad Bird Holly Hunter Craig T. Nelson Sarah Vowell
tag,Comedy Drama Jeff Tomsic Ed Helms Jeremy Renner Jon Hamm
on chesil beach,Drama Romance Dominic Cooke Saoirse Ronan Billy Howle Emily Watson
gotti,Crime Drama History Thriller Kevin Connolly John Travolta Kelly Preston Stacy Keach
jurassic world: fallen kingdom,Action Adventure Science Fiction J.A. Bayona Chris Pratt Bryce Dallas Howard Rafe Spall
boundaries,Comedy Drama Shana Feste Vera Farmiga Christopher Plummer Lewis MacDougall
damsel,"Comedy Western David Zellner, Nathan Zellner (directors/screenplay); Robert Pattinson, Mia Wasikowska Robert Pattinson Mia Wasikowska unknown"
the domestics,Thriller Horror Mike P. Nelson Tyler Hoechlin Kate Bosworth Lance Reddick
sicario: day of the soldado,Action Crime Drama Thriller Stefano Sollima Benicio del Toro Josh Brolin Isabela Moner
leave no trace,Drama Debra Granik Ben Foster Thomasin McKenzie Jeff Kober
uncle drew,Comedy Charles Stone III Kyrie Irving Lil Rel Howery Shaquille O'Neal
woman walks ahead,Drama History Western Susanna White Jessica Chastain Michael Greyeyes Chaske Spencer
the first purge,Action Science Fiction Thriller Horror Gerard McMurray Y'lan Noel Lex Scott Davis Joivan Wade
ant-man and the wasp,Action Adventure Science Fiction Comedy Peyton Reed Paul Rudd Evangeline Lilly Michael Peña
sorry to bother you,Fantasy Science Fiction Comedy Boots Riley Lakeith Stanfield Tessa Thompson Armie Hammer
whitney,Documentary Kevin MacDonald Whitney Houston unknown unknown
hotel transylvania 3: summer vacation,Family Fantasy Comedy Animation Genndy Tartakovsky Adam Sandler Andy Samberg Selena Gomez
skyscraper,Action Rawson Marshall Thurber Dwayne Johnson Neve Campbell Chin Han
eighth grade,Comedy Drama Bo Burnham Elsie Fisher Josh Hamilton Emily Robinson
"don't worry, he won't get far on foot",Comedy Drama Gus Van Sant Joaquin Phoenix Rooney Mara Jonah Hill
shock and awe,Drama History Thriller Rob Reiner Woody Harrelson Tommy Lee Jones James Marsden
mamma mia! here we go again,Comedy Romance Ol Parker Lily James Amanda Seyfried Pierce Brosnan
the equalizer 2,Thriller Action Crime Antoine Fuqua Denzel Washington Ashton Sanders Pedro Pascal
blindspotting,Comedy Drama Carlos López Estrada Janina Gavankar Ethan Embry Daveed Diggs
unfriended: dark web,Horror Stephen Susco Colin Woodell Rebecca Rittenhouse Betty Gabriel
bleach,Action Fantasy Adventure Shinsuke Sato Shinsuke Sato (director); Sota Fukushi Hana Sugisaki unknown
gauguin – voyage de tahiti,Drama Romance Édouard Deluc Vincent Cassel Tuheï Adams Malik Zidi
mission: impossible – fallout,Action Adventure Christopher McQuarrie Tom Cruise Henry Cavill Ving Rhames
teen titans go! to the movies,Animation Action Comedy Science Fiction Peter Rida Michail Scott Menville Khary Payton Tara Strong
detective dee: the four heavenly kings,Mystery Fantasy Adventure Action Tsui Hark Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay)
hot summer nights,Drama Comedy Elijah Bynum Timothée Chalamet Maika Monroe Alex Roe
puzzle,Drama Marc Turtletaub Kelly Macdonald Irrfan Khan David Denman
christopher robin,Adventure Comedy Family Fantasy Marc Forster Ewan McGregor Hayley Atwell Jim Cummings
the darkest minds,Science Fiction Jennifer Yuh Nelson Amandla Stenberg Mandy Moore Harris Dickinson
the spy who dumped me,Action Comedy Susanna Fogel Mila Kunis Kate McKinnon Justin Theroux
the miseducation of cameron post,Drama Desiree Akhavan Chloë Grace Moretz Sasha Lane John Gallagher
never goin' back,Comedy Augustine Frizzell Maia Mitchell Camila Morrone Kyle Mooney
dog days,Comedy Romance Drama Ken Marino Nina Dobrev Finn Wolfhard Vanessa Hudgens
the meg,Action Science Fiction Horror Jon Turteltaub Jason Statham Li Bingbing Rainn Wilson
blackkklansman,Crime Drama History Comedy Spike Lee John David Washington Adam Driver Laura Harrier
slender man,Mystery Thriller Horror Sylvain White Joey King Julia Goldani Telles Jaz Sinclair
a prayer before dawn,Drama Action Crime Jean-Stéphane Sauvaire Joe Cole unknown unknown
crazy rich asians,Comedy Drama Romance Jon M. Chu Constance Wu Henry Golding Gemma Chan
alpha,Adventure Drama Albert Hughes Kodi Smit-McPhee Leonor Varela Jens Hultén
mile 22,Action Thriller Peter Berg Mark Wahlberg John Malkovich Lauren Cohan
the wife,Drama Björn Runge Glenn Close Jonathan Pryce Christian Slater
billionaire boys club,Drama Thriller James Cox Ansel Elgort Taron Egerton Kevin Spacey
"juliet, naked",Comedy Drama Jesse Peretz Ethan Hawke Rose Byrne unknown
down a dark hall,Thriller Drama Fantasy Horror Rodrigo Cortés AnnaSophia Robb Uma Thurman Isabelle Fuhrman
the happytime murders,Action Comedy Crime Brian Henson Melissa McCarthy Maya Rudolph Joel McHale
searching,Thriller Mystery Drama Aneesh Chaganty John Cho Debra Messing unknown
papillon,Drama History Crime Michael Noer Charlie Hunnam Rami Malek unknown
a.x.l.,Science Fiction Action Adventure Family Oliver Daly Alex Neustaedter Becky G Alex MacNicoll
operation finale,Drama History Thriller Chris Weitz Oscar Isaac Ben Kingsley Lior Raz
kin,"Science Fiction Action Jonathan Baker, Josh Baker Myles Truitt Jack Reynor Zoë Kravitz"
the little stranger,Mystery Drama Horror Lenny Abrahamson Domhnall Gleeson Ruth Wilson Will Poulter
destination wedding,Romance Comedy Drama Victor Levin Winona Ryder Keanu Reeves unknown
the nun,Horror Mystery Thriller Corin Hardy Demián Bichir Taissa Farmiga Jonas Bloquet
peppermint,Action Thriller Pierre Morel Jennifer Garner John Ortiz Juan Pablo Raba
the predator,Science Fiction Action Thriller Adventure Horror Comedy Shane Black Boyd Holbrook Trevante Rhodes Jacob Tremblay
